type,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,age,lat,long
single_family,435000,2928.0,2.0,6.0,4.0,4.0,2.0,22.0,28.4113,-81.7812
mobile,35,1128.0,1.0,2.0,2.0,2.0,2.0,32.0,26.693,-81.9125
condos,1699773,1788.0,1.0,2.0,3.0,2.0,1.0,1.0,27.7723,-82.6386
single_family,499500,1523.0,1.0,3.0,2.0,2.0,2.0,43.0,28.079,-82.5268
single_family,1000000,4281.0,2.0,5.0,5.0,4.0,3.0,1.0,29.0247,-80.9584
single_family,425000,2208.0,1.0,3.0,2.0,2.0,2.0,20.0,29.0422,-81.2863
condos,355000,1590.0,1.0,3.0,3.0,3.0,0.0,20.0,28.3037,-81.5898
townhomes,335360,1730.0,2.0,3.0,3.0,2.0,1.0,1.0,28.273,-81.2003
land,40000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.5466,-82.5213
single_family,229990,1287.0,1.0,3.0,2.0,2.0,2.0,1.0,29.0643,-81.8857
single_family,370000,1616.0,2.0,2.0,3.0,2.0,2.0,26.0,29.6132,-82.3873
single_family,329900,1914.0,1.0,4.0,2.0,2.0,2.0,1.0,26.824,-81.9547
single_family,444500,2214.0,1.0,3.0,3.0,2.0,2.0,22.0,27.0478,-82.2416
condos,300000,1333.0,1.0,2.0,2.0,2.0,1.0,29.0,27.2427,-82.4751
condos,1299000,1339.0,1.0,2.0,3.0,2.0,1.0,1.0,27.7723,-82.6386
single_family,901000,2162.0,1.0,4.0,3.0,2.0,2.0,5.0,27.8914,-82.5067
single_family,683460,3575.0,2.0,5.0,5.0,4.0,3.0,1.0,28.2311,-82.2057
condos,229000,1224.0,1.0,2.0,2.0,2.0,1.0,42.0,28.0068,-82.556
single_family,1399052,3143.0,1.0,3.0,3.0,3.0,3.0,0.0,27.45,-82.3773
single_family,489990,2470.0,1.0,3.0,3.0,3.0,3.0,1.0,29.475,-81.1303
condos,235000,1779.0,1.0,3.0,2.0,2.0,0.0,19.0,28.3051,-81.4242
single_family,500000,1944.0,1.0,2.0,2.0,2.0,2.0,49.0,28.6617,-81.3122
single_family,590000,1855.0,1.0,3.0,3.0,3.0,2.0,7.0,27.0606,-82.352
single_family,497000,2787.0,1.0,4.0,4.0,3.0,3.0,1.0,27.4978,-82.4101
townhomes,295000,1682.0,2.0,3.0,3.0,2.0,1.0,43.0,28.7168,-81.4126
single_family,215000,1281.0,1.0,3.0,2.0,2.0,0.0,76.0,27.8643,-81.5719
single_family,270000,1224.0,1.0,2.0,2.0,2.0,1.0,44.0,28.0848,-82.7253
single_family,381000,700.0,1.0,2.0,1.0,1.0,0.0,76.0,28.0914,-82.7798
single_family,552000,2270.0,1.0,3.0,3.0,3.0,2.0,46.0,27.4544,-82.6358
single_family,314990,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,27.981,-81.6736
condos,297500,920.0,1.0,2.0,2.0,2.0,0.0,57.0,27.0933,-82.4498
single_family,129000,1376.0,1.0,2.0,1.0,1.0,1.0,69.0,29.2833,-81.0882
mobile,8000,1676.0,1.0,2.0,1.0,1.0,0.0,41.0,28.9453,-81.2995
single_family,1020000,3294.0,1.0,4.0,4.0,4.0,2.0,65.0,27.4759,-82.6167
single_family,447000,1743.0,1.0,3.0,2.0,2.0,2.0,15.0,27.1384,-82.4518
townhomes,368000,1382.0,2.0,3.0,3.0,3.0,0.0,1.0,25.2846,-80.6246
single_family,360000,2012.0,2.0,3.0,3.0,2.0,2.0,29.0,29.0955,-82.6561
single_family,415000,2107.0,1.0,4.0,3.0,3.0,2.0,8.0,29.0422,-81.2863
condos,6736912,5700.0,1.0,4.0,5.0,4.0,2.0,0.0,27.921,-82.5079
single_family,335000,1240.0,1.0,3.0,2.0,2.0,0.0,65.0,27.9382,-82.3756
single_family,240000,1450.0,1.0,3.0,2.0,2.0,2.0,32.0,29.0112,-82.0325
single_family,319000,1466.0,1.0,3.0,2.0,2.0,1.0,1.0,26.5677,-81.5954
single_family,924000,2012.0,1.0,4.0,3.0,3.0,0.0,25.0,30.385,-86.3473
single_family,330000,1597.0,1.0,3.0,2.0,2.0,2.0,36.0,28.3306,-81.3544
mobile,215000,1431.0,1.0,2.0,2.0,2.0,0.0,6.0,28.5466,-82.5213
single_family,296791,1505.0,1.0,3.0,2.0,2.0,2.0,1.0,29.4861,-81.2045
single_family,740000,4412.0,2.0,3.0,4.0,3.0,3.0,47.0,29.16,-81.0269
single_family,437000,1685.0,1.0,3.0,2.0,2.0,2.0,9.0,28.5423,-81.5911
land,286000,1075.0,1.0,3.0,2.0,2.0,2.0,36.0,25.6615,-80.441
single_family,600000,2008.0,1.0,3.0,2.0,2.0,2.0,21.0,27.2427,-82.4751
single_family,295000,1568.0,1.0,2.0,2.0,2.0,2.0,11.0,28.5644,-81.8745
single_family,283490,1665.0,1.0,4.0,2.0,2.0,2.0,0.0,28.0946,-81.499
condos,200000,1409.0,1.0,2.0,2.0,2.0,1.0,8.0,28.2531,-81.6509
single_family,465000,2317.0,2.0,5.0,4.0,4.0,2.0,20.0,28.3037,-81.5898
single_family,55000,400.0,1.0,1.0,1.0,1.0,0.0,77.0,27.992,-82.2138
single_family,464990,2408.0,2.0,4.0,3.0,2.0,2.0,1.0,28.712,-81.5136
townhomes,310000,1522.0,2.0,3.0,2.0,1.0,0.0,44.0,27.975,-82.7019
mobile,159000,927.0,1.0,2.0,2.0,2.0,0.0,47.0,27.8679,-80.5416
multi_family,500000,3500.0,1.0,4.0,4.0,4.0,0.0,68.0,28.2444,-82.6986
condos,250000,1112.0,1.0,2.0,2.0,2.0,1.0,27.0,28.3325,-80.6121
single_family,199000,877.0,1.0,2.0,1.0,1.0,0.0,62.0,28.3134,-80.7319
single_family,294000,1483.0,1.0,3.0,2.0,2.0,2.0,1.0,27.5429,-82.563
single_family,407500,1747.0,1.0,3.0,2.0,2.0,2.0,28.0,29.0219,-81.6323
single_family,180000,1471.0,1.0,2.0,2.0,2.0,0.0,38.0,27.981,-81.6736
single_family,369999,2421.0,2.0,5.0,3.0,3.0,2.0,1.0,28.1145,-81.6201
single_family,235000,2045.0,1.0,3.0,2.0,2.0,2.0,50.0,28.8547,-82.6669
mobile,23900,1056.0,1.0,2.0,2.0,2.0,0.0,46.0,28.3648,-82.6757
single_family,417000,1636.0,1.0,3.0,2.0,2.0,2.0,36.0,28.6513,-81.2066
condos,270000,1238.0,1.0,2.0,2.0,2.0,0.0,30.0,27.2427,-82.4751
single_family,279900,1583.0,1.0,4.0,2.0,2.0,1.0,0.0,30.5761,-87.0663
mobile,44000,1248.0,1.0,2.0,2.0,2.0,0.0,31.0,28.1145,-81.6201
single_family,289000,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,29.0058,-82.1828
single_family,185000,1039.0,1.0,2.0,1.0,1.0,0.0,1.0,29.2573,-82.161
single_family,345000,1418.0,1.0,3.0,2.0,2.0,2.0,16.0,29.6132,-82.3873
single_family,260965,1328.0,1.0,3.0,2.0,2.0,2.0,1.0,29.0058,-82.1828
single_family,235000,1145.0,1.0,3.0,2.0,2.0,1.0,49.0,28.072,-81.9609
single_family,273000,1464.0,1.0,3.0,2.0,2.0,0.0,45.0,27.8742,-82.5203
land,175000,1676.0,1.0,3.0,0.0,2.0,0.0,27.0,30.1759,-83.0304
single_family,226888,1666.0,1.0,4.0,2.0,2.0,2.0,1.0,29.0643,-81.8857
single_family,256990,1665.0,1.0,4.0,2.0,2.0,2.0,1.0,29.1989,-82.0874
mobile,150000,1252.0,1.0,2.0,2.0,2.0,0.0,43.0,27.8679,-80.5416
single_family,695000,1776.0,1.0,4.0,2.0,2.0,1.0,1.0,27.7549,-82.7208
single_family,350000,1390.0,1.0,4.0,2.0,2.0,2.0,43.0,28.7644,-81.282
single_family,1811122,2818.0,1.0,4.0,4.0,3.0,3.0,0.0,27.339,-82.3473
single_family,190000,1028.0,1.0,3.0,2.0,2.0,1.0,8.0,29.2611,-82.2195
single_family,323000,1375.0,1.0,3.0,2.0,2.0,2.0,36.0,27.9408,-82.242
single_family,449900,2157.0,2.0,3.0,2.0,2.0,2.0,42.0,28.5525,-81.7574
single_family,678000,2514.0,2.0,4.0,3.0,2.0,2.0,31.0,28.0726,-82.559
single_family,350000,1608.0,1.0,3.0,2.0,2.0,0.0,68.0,26.9905,-82.0964
single_family,280000,1309.0,1.0,3.0,2.0,2.0,2.0,50.0,29.3048,-82.1262
single_family,480000,3230.0,2.0,4.0,3.0,2.0,3.0,4.0,27.5572,-82.396
single_family,1519000,4034.0,2.0,5.0,6.0,5.0,2.0,7.0,28.4522,-81.4678
single_family,529990,2601.0,2.0,5.0,3.0,3.0,2.0,1.0,28.5837,-81.5326
single_family,450000,3092.0,2.0,5.0,3.0,2.0,2.0,11.0,28.0094,-82.1138
land,300000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.3105,-85.9106
mobile,149800,1434.0,1.0,2.0,2.0,2.0,0.0,52.0,26.6693,-81.7605
condos,415000,1529.0,1.0,2.0,2.0,2.0,1.0,35.0,26.1529,-81.7417
single_family,209000,1002.0,1.0,3.0,2.0,2.0,0.0,1.0,28.0496,-82.0069
condos,169900,1144.0,1.0,2.0,2.0,2.0,0.0,43.0,27.4841,-82.5834
single_family,409816,2002.0,1.0,4.0,2.0,2.0,2.0,9.0,29.1159,-82.2422
mobile,21000,1676.0,1.0,1.0,2.0,1.0,0.0,25.0,27.7211,-81.5148
single_family,555000,2868.0,1.0,4.0,3.0,3.0,3.0,22.0,28.5523,-81.1795
single_family,565000,2721.0,1.0,4.0,4.0,3.0,3.0,1.0,29.0247,-80.9584
townhomes,227250,1080.0,2.0,2.0,3.0,2.0,0.0,27.0,27.4547,-82.5359
mobile,4000,1676.0,1.0,2.0,2.0,2.0,0.0,27.0,27.1384,-82.4518
single_family,255000,930.0,1.0,3.0,2.0,2.0,0.0,66.0,27.7465,-82.6897
mobile,84000,576.0,1.0,1.0,1.0,1.0,0.0,54.0,26.9667,-82.3599
single_family,365000,1184.0,1.0,2.0,2.0,2.0,1.0,43.0,28.1385,-82.743
single_family,246900,1515.0,1.0,3.0,2.0,2.0,0.0,1.0,30.6143,-87.3251
single_family,1575000,3859.0,2.0,5.0,3.0,3.0,2.0,52.0,27.817,-82.6264
single_family,357500,1950.0,1.0,4.0,2.0,2.0,2.0,21.0,28.4113,-81.7812
single_family,190000,1352.0,1.0,3.0,2.0,1.0,0.0,57.0,29.2541,-82.1095
condos,735000,1348.0,2.0,2.0,2.0,2.0,0.0,2.0,26.216,-80.2205
single_family,240000,933.0,1.0,2.0,1.0,1.0,0.0,67.0,28.0081,-82.5805
single_family,231100,1358.0,1.0,2.0,2.0,2.0,2.0,35.0,28.4655,-82.5981
single_family,294000,1600.0,1.0,3.0,2.0,2.0,0.0,46.0,30.1601,-82.6396
land,158000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.8119,-85.303
condos,240000,1340.0,1.0,3.0,2.0,2.0,0.0,23.0,26.2435,-80.2601
single_family,550000,3491.0,2.0,5.0,5.0,5.0,2.0,11.0,28.1963,-81.6079
single_family,97600,1592.0,1.0,3.0,2.0,2.0,2.0,40.0,29.0531,-82.0375
single_family,390000,2478.0,1.0,4.0,3.0,3.0,3.0,1.0,28.7508,-82.5139
single_family,446990,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,28.3078,-81.3681
condos,72000,870.0,1.0,2.0,1.0,1.0,0.0,58.0,27.8176,-82.6776
single_family,720000,2538.0,1.0,4.0,3.0,2.0,3.0,25.0,28.5525,-81.7574
single_family,600000,2964.0,2.0,3.0,3.0,2.0,2.0,29.0,28.9254,-81.6801
single_family,199900,984.0,1.0,3.0,2.0,2.0,0.0,30.0,29.6489,-82.325
single_family,358000,1471.0,1.0,3.0,2.0,2.0,2.0,29.0,27.9056,-82.2881
single_family,412900,2005.0,1.0,3.0,2.0,2.0,2.0,1.0,28.273,-81.2003
townhomes,267000,1741.0,2.0,3.0,3.0,2.0,1.0,8.0,28.2531,-81.6509
single_family,429310,2262.0,2.0,4.0,3.0,3.0,2.0,1.0,27.5572,-82.396
single_family,439990,2453.0,2.0,5.0,3.0,3.0,2.0,0.0,28.2478,-82.4962
mobile,40000,1676.0,1.0,2.0,2.0,1.0,0.0,55.0,29.16,-81.0269
single_family,646047,2040.0,1.0,4.0,3.0,3.0,2.0,1.0,28.079,-82.5268
condos,1028125,1502.0,1.0,2.0,2.0,2.0,0.0,50.0,25.9388,-81.6968
land,160000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.1606,-85.6494
townhomes,399000,1582.0,2.0,4.0,3.0,3.0,0.0,1.0,25.2846,-80.6246
single_family,190000,2389.0,1.0,4.0,2.0,2.0,0.0,63.0,28.1421,-82.5905
single_family,510000,2934.0,2.0,5.0,3.0,3.0,2.0,0.0,27.45,-82.3773
single_family,191400,962.0,1.0,2.0,1.0,1.0,2.0,61.0,28.8639,-81.8998
condos,110000,830.0,1.0,1.0,1.0,1.0,0.0,58.0,27.8116,-82.8014
condos,390000,1298.0,1.0,2.0,2.0,2.0,1.0,20.0,27.7723,-82.6386
single_family,270000,1088.0,1.0,2.0,2.0,2.0,2.0,38.0,28.5466,-82.5213
mobile,18500,1676.0,1.0,2.0,2.0,2.0,0.0,35.0,28.0381,-81.9392
mobile,6900,1676.0,1.0,2.0,2.0,2.0,0.0,27.0,27.8201,-82.7308
mobile,12500,1676.0,1.0,1.0,1.0,1.0,0.0,42.0,27.7015,-82.4355
land,20000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.627,-81.8894
land,395000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.6267,-85.7553
condos,290000,1199.0,1.0,2.0,2.0,2.0,0.0,44.0,27.9614,-82.4597
single_family,517490,2460.0,1.0,4.0,3.0,3.0,3.0,0.0,28.273,-81.2003
single_family,348000,2050.0,1.0,2.0,2.0,2.0,2.0,26.0,27.7147,-82.3538
condos,335000,1554.0,1.0,3.0,2.0,2.0,1.0,18.0,27.9902,-82.7433
townhomes,455990,1817.0,2.0,3.0,3.0,2.0,1.0,0.0,28.5423,-81.5911
mobile,33900,708.0,1.0,2.0,2.0,1.0,0.0,56.0,27.4394,-82.5778
mobile,23500,1676.0,1.0,1.0,1.0,1.0,0.0,41.0,27.7015,-82.4355
single_family,360000,1393.0,1.0,3.0,2.0,2.0,2.0,37.0,28.3078,-81.3681
single_family,441000,946.0,1.0,2.0,2.0,2.0,1.0,54.0,28.2326,-82.7327
single_family,300000,1225.0,1.0,3.0,1.0,1.0,0.0,46.0,28.5837,-81.5326
single_family,150000,1227.0,1.0,2.0,2.0,2.0,2.0,52.0,26.9379,-82.2388
condos,168500,816.0,1.0,1.0,1.0,1.0,0.0,26.0,28.5289,-81.4787
single_family,560000,1925.0,2.0,4.0,3.0,2.0,2.0,6.0,28.3774,-81.1888
single_family,250000,1355.0,1.0,3.0,2.0,2.0,0.0,52.0,27.9551,-82.2966
mobile,22000,1180.0,1.0,2.0,2.0,2.0,2.0,50.0,26.3124,-80.1412
single_family,730000,2562.0,1.0,4.0,3.0,3.0,3.0,1.0,27.5572,-82.396
single_family,795000,3153.0,2.0,4.0,3.0,3.0,2.0,42.0,28.0662,-82.7585
land,19000,1676.0,1.0,3.0,0.0,2.0,0.0,27.0,30.3979,-83.2844
condos,2499000,2637.0,1.0,3.0,4.0,3.0,1.0,1.0,27.7723,-82.6386
land,28000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.8494,-86.2023
land,1575000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,25.9388,-81.6968
mobile,20000,1676.0,1.0,2.0,2.0,2.0,0.0,53.0,27.7901,-80.4784
land,17000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.824,-81.9547
mobile,55000,1676.0,1.0,2.0,2.0,2.0,0.0,7.0,27.1861,-81.8667
land,125000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.5557,-82.0206
mobile,163000,904.0,1.0,2.0,2.0,2.0,0.0,38.0,29.4562,-81.3244
land,65000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.6622,-82.5236
mobile,19000,840.0,1.0,2.0,2.0,2.0,0.0,46.0,27.9408,-82.242
land,45000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.5391,-80.4052
single_family,370000,804.0,1.0,2.0,2.0,2.0,0.0,29.0,27.3111,-82.5195
single_family,330000,1649.0,1.0,3.0,2.0,2.0,2.0,22.0,28.1963,-81.6079
single_family,790000,2884.0,1.0,4.0,3.0,3.0,2.0,62.0,28.4998,-81.3288
single_family,725000,1850.0,1.0,3.0,2.0,2.0,2.0,49.0,27.8427,-82.6448
single_family,424000,1576.0,1.0,2.0,2.0,2.0,1.0,57.0,27.8505,-82.8263
townhomes,385990,1758.0,2.0,3.0,3.0,2.0,1.0,0.0,28.2478,-82.4962
single_family,194000,1720.0,1.0,3.0,2.0,2.0,1.0,41.0,28.1913,-82.756
single_family,425000,1850.0,1.0,4.0,2.0,2.0,2.0,1.0,28.2311,-82.2057
land,107500,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.9983,-81.7647
land,55000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.3888,-80.7301
single_family,481000,1662.0,1.0,3.0,2.0,2.0,2.0,42.0,26.9152,-82.0532
mobile,2492,1676.0,1.0,1.0,1.0,1.0,0.0,66.0,27.4841,-82.5834
townhomes,260283,1691.0,2.0,3.0,3.0,2.0,1.0,1.0,27.5572,-82.396
land,246575,1676.0,1.0,3.0,0.0,2.0,1.0,27.0,27.4394,-82.5778
land,30000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.4272,-81.5579
land,43500,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.7147,-81.6351
land,193000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.2666,-82.5163
land,72500,1676.0,1.0,3.0,0.0,2.0,0.0,27.0,30.1759,-83.0304
land,45000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.7996,-85.2293
land,22000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.9379,-82.2388
land,18000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.5677,-81.5954
single_family,529500,1824.0,2.0,4.0,2.0,2.0,1.0,50.0,28.6255,-81.3646
single_family,265000,1138.0,1.0,2.0,2.0,2.0,1.0,16.0,28.9341,-81.9599
townhomes,347990,1699.0,2.0,3.0,3.0,2.0,1.0,0.0,28.8013,-81.285
land,36000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.6786,-82.0254
land,67500,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.6577,-81.6595
single_family,374990,1665.0,1.0,4.0,2.0,2.0,2.0,1.0,28.1293,-81.0176
mobile,12000,844.0,1.0,1.0,1.0,1.0,0.0,59.0,27.8201,-82.7308
single_family,384999,1486.0,1.0,2.0,2.0,2.0,2.0,1.0,27.4544,-82.6358
land,79000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.5565,-81.219
land,19000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.3979,-83.2844
townhomes,240000,1513.0,2.0,3.0,3.0,2.0,2.0,21.0,28.2397,-82.3279
land,32000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.4203,-80.9454
single_family,650000,2277.0,1.0,4.0,2.0,2.0,2.0,57.0,27.9408,-82.242
land,64900,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.6577,-81.6595
townhomes,800000,2222.0,3.0,3.0,4.0,3.0,2.0,4.0,27.8914,-82.5067
single_family,335000,1245.0,1.0,3.0,2.0,2.0,0.0,73.0,28.6971,-81.7976
single_family,740000,3008.0,1.0,3.0,3.0,2.0,2.0,30.0,26.9152,-82.0532
single_family,585000,1791.0,2.0,3.0,2.0,2.0,2.0,1.0,28.5423,-81.5911
land,50000,1676.0,1.0,3.0,0.0,2.0,0.0,27.0,29.171,-83.0168
single_family,189900,1017.0,1.0,3.0,2.0,2.0,0.0,61.0,28.8989,-81.2473
mobile,8821,480.0,1.0,1.0,1.0,1.0,0.0,54.0,27.4394,-82.5778
single_family,558500,2020.0,1.0,4.0,2.0,2.0,2.0,28.0,27.0606,-82.352
single_family,225000,1616.0,1.0,2.0,2.0,2.0,2.0,20.0,28.9223,-82.39
mobile,4400,440.0,1.0,1.0,1.0,1.0,0.0,46.0,27.2427,-82.4751
single_family,432500,2281.0,1.0,4.0,3.0,3.0,2.0,7.0,28.4113,-81.7812
land,50000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.4481,-87.2589
single_family,890000,2700.0,2.0,4.0,4.0,3.0,2.0,1.0,28.1963,-81.6079
single_family,430000,1418.0,1.0,3.0,2.0,2.0,1.0,66.0,27.8466,-82.7954
single_family,426770,2356.0,1.0,4.0,3.0,2.0,3.0,1.0,27.7015,-82.3151
condos,120000,722.0,1.0,1.0,1.0,1.0,0.0,56.0,28.6617,-81.3122
mobile,77000,800.0,1.0,1.0,1.0,1.0,0.0,36.0,26.4351,-81.8102
land,24000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.8494,-86.2023
land,55000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.3648,-82.6757
single_family,288000,832.0,1.0,2.0,1.0,1.0,0.0,70.0,27.9951,-82.4046
condos,1325000,1782.0,1.0,3.0,3.0,3.0,2.0,5.0,27.7723,-82.6386
single_family,300000,1749.0,1.0,3.0,2.0,2.0,2.0,47.0,28.788,-82.568
single_family,365000,1885.0,1.0,3.0,2.0,2.0,2.0,40.0,28.4794,-82.5083
land,67000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.4861,-81.2045
single_family,285000,1186.0,1.0,3.0,2.0,2.0,0.0,69.0,27.1838,-82.4853
mobile,44000,1676.0,1.0,2.0,2.0,1.0,0.0,41.0,27.7015,-82.4355
land,177500,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,30.6884,-81.9345
condos,232650,1344.0,1.0,3.0,2.0,2.0,0.0,21.0,28.3037,-81.5898
mobile,89000,1248.0,1.0,2.0,2.0,2.0,0.0,22.0,27.7015,-82.3151
condos,190000,960.0,1.0,2.0,2.0,2.0,0.0,36.0,27.9004,-82.7152
land,70000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.2002,-80.841
mobile,165000,1264.0,1.0,3.0,2.0,2.0,0.0,0.0,30.4753,-85.4293
land,75000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.4562,-81.3244
single_family,816582,4000.0,2.0,5.0,5.0,4.0,3.0,0.0,28.6354,-81.4888
townhomes,379587,1709.0,1.0,2.0,2.0,2.0,2.0,0.0,29.9475,-81.5264
single_family,547000,1930.0,1.0,3.0,2.0,2.0,2.0,20.0,29.9583,-82.1185
land,42000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.6622,-82.5236
single_family,274090,1426.0,1.0,4.0,2.0,2.0,2.0,0.0,26.9905,-82.0964
single_family,272000,1896.0,1.0,3.0,2.0,2.0,2.0,22.0,28.3112,-81.6643
condos,1035000,1944.0,1.0,3.0,3.0,2.0,1.0,23.0,29.5565,-81.219
land,19000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.5677,-81.5954
land,273000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.6786,-82.0254
condos,183500,680.0,1.0,1.0,1.0,1.0,1.0,39.0,28.2326,-82.7327
single_family,425000,2057.0,2.0,4.0,2.0,2.0,2.0,7.0,28.2397,-82.3279
land,17000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,26.9379,-82.2388
mobile,193900,1475.0,1.0,3.0,2.0,2.0,0.0,2.0,30.6834,-84.828
townhomes,307490,1758.0,2.0,3.0,3.0,2.0,1.0,0.0,28.1963,-81.6079
land,73000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.4861,-81.2045
single_family,345000,1145.0,1.0,2.0,2.0,2.0,1.0,73.0,27.7898,-82.7243
single_family,174900,1352.0,1.0,3.0,1.0,1.0,0.0,68.0,26.9905,-82.0964
townhomes,325000,1208.0,2.0,2.0,2.0,2.0,0.0,44.0,26.3446,-80.2109
single_family,465000,1996.0,2.0,4.0,3.0,2.0,2.0,3.0,28.5423,-81.5911
single_family,225000,1896.0,1.0,2.0,2.0,2.0,2.0,27.0,28.3648,-82.6757
multi_family,457000,1430.0,1.0,3.0,2.0,2.0,0.0,67.0,25.8512,-80.207
single_family,475000,2601.0,2.0,4.0,3.0,2.0,2.0,6.0,28.2697,-82.2903
single_family,1300000,2560.0,2.0,4.0,3.0,3.0,3.0,39.0,28.5065,-82.6267
land,45000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.5391,-80.4052
condos,156000,1145.0,1.0,2.0,2.0,2.0,0.0,28.0,27.0675,-81.9855
condos,168000,1270.0,1.0,2.0,2.0,2.0,0.0,54.0,27.947,-82.7943
single_family,415000,1450.0,1.0,3.0,2.0,2.0,2.0,57.0,28.0081,-82.5805
mobile,70000,574.0,1.0,1.0,2.0,2.0,0.0,45.0,26.0143,-81.5856
mobile,44000,887.0,1.0,1.0,1.0,1.0,0.0,11.0,28.6611,-82.1553
land,67000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.7211,-81.5148
condos,136000,835.0,1.0,2.0,2.0,2.0,0.0,59.0,27.8201,-82.7308
single_family,615000,1296.0,1.0,3.0,2.0,2.0,1.0,67.0,25.573,-80.3374
condos,250000,1200.0,1.0,2.0,2.0,2.0,0.0,56.0,26.4116,-80.0928
land,18900,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.0228,-82.1108
mobile,185000,1344.0,1.0,3.0,2.0,2.0,0.0,20.0,29.6824,-82.2014
single_family,370000,1144.0,1.0,3.0,2.0,2.0,2.0,48.0,27.8688,-82.7344
mobile,170000,1200.0,1.0,3.0,2.0,2.0,0.0,52.0,28.801,-81.734
land,44990,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.6622,-82.5236
single_family,3605000,4445.0,3.0,4.0,4.0,4.0,3.0,23.0,27.7549,-82.7208
single_family,1150000,2768.0,1.0,3.0,3.0,2.0,2.0,6.0,29.2611,-82.2195
single_family,413675,2314.0,1.0,4.0,3.0,3.0,3.0,0.0,27.7015,-82.3151
single_family,453079,2394.0,1.0,4.0,3.0,3.0,2.0,0.0,27.5429,-82.563
single_family,300000,1389.0,1.0,3.0,3.0,2.0,4.0,73.0,27.817,-82.6264
single_family,319900,775.0,1.0,3.0,1.0,1.0,1.0,74.0,27.789,-82.6779
multi_family,635000,1088.0,1.0,6.0,6.0,6.0,0.0,52.0,28.0502,-82.45
single_family,290000,1611.0,1.0,4.0,2.0,2.0,2.0,5.0,29.4861,-81.2045
land,570000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.248,-81.2876
condos,212000,1285.0,2.0,2.0,3.0,2.0,0.0,40.0,28.5163,-81.4516
townhomes,334990,1678.0,2.0,4.0,3.0,2.0,2.0,1.0,28.712,-81.5136
land,107000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,27.4547,-82.5359
land,33000,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,28.9993,-81.503
single_family,292000,1555.0,1.0,3.0,2.0,2.0,2.0,9.0,27.7015,-82.3151
land,21750,1676.0,1.0,3.0,2.0,2.0,0.0,27.0,29.3977,-82.4856
single_family,474000,2292.0,1.0,3.0,3.0,3.0,2.0,24.0,28.1905,-81.2645
single_family,204000,1234.0,1.0,3.0,2.0,2.0,2.0,55.0,26.824,-81.9547
single_family,407217,2896.0,1.0,4.0,4.0,3.0,3.0,46.0,29.1605,-82.1288
single_family,321465,1504.0,1.0,3.0,2.0,2.0,2.0,0.0,27.5572,-82.396
